id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-00337,SIN-0108,Informe Bomberos,Sí,Sí,2025-04-29,No,
DOC-00338,SIN-0108,Inventario Bienes,Sí,Sí,2025-04-23,No,
DOC-00339,SIN-0108,Fotos Daño,Sí,Sí,2025-04-18,No,
DOC-00340,SIN-0109,Cotización Reparación,Sí,Sí,2023-11-07,No,
DOC-00341,SIN-0109,Factura Equipo,Sí,Sí,2023-11-02,No,
DOC-00342,SIN-0109,Informe Técnico,Sí,Sí,2023-11-03,No,
DOC-00343,SIN-0110,Póliza Original,Sí,Sí,2023-02-07,No,
DOC-00344,SIN-0110,Informe Médico,Sí,Sí,2023-02-21,No,
DOC-00345,SIN-0110,Copia Cédula Beneficiario,Sí,Sí,2023-02-13,No,
DOC-00346,SIN-0110,Acta de Defunción,Sí,Sí,2023-02-14,No,
DOC-00347,SIN-0111,Informe Perito,No,No,2024-10-28,Sí,Fecha de emisión posterior a la fecha de reporte
DOC-00348,SIN-0111,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00349,SIN-0111,Copia Matrícula,Sí,Sí,2024-10-29,No,
DOC-00350,SIN-0112,Fotos Daño,Sí,Sí,2023-04-16,No,
DOC-00351,SIN-0112,Factura Taller,Sí,Sí,2023-04-20,No,
DOC-00352,SIN-0112,Informe Perito,Sí,Sí,2023-04-16,No,
DOC-00353,SIN-0113,Fotos Daño,Sí,Sí,2024-02-13,No,
DOC-00354,SIN-0113,Informe Bomberos,Sí,Sí,2024-02-23,No,
DOC-00355,SIN-0114,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-00356,SIN-0114,Copia Licencia,Sí,Sí,2023-03-20,No,
DOC-00357,SIN-0114,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00358,SIN-0114,Denuncia Policial,Sí,Sí,2023-03-08,No,
DOC-00359,SIN-0115,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00360,SIN-0115,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00361,SIN-0115,Informe Perito,Sí,Sí,2022-09-09,No,
DOC-00362,SIN-0115,Copia Licencia,Sí,Sí,2022-09-10,No,
DOC-00363,SIN-0116,Copia Matrícula,Sí,Sí,2023-05-13,No,
DOC-00364,SIN-0116,Factura Taller,Sí,Sí,2023-05-13,No,
DOC-00365,SIN-0116,Denuncia Policial,Sí,Sí,2023-05-07,No,
DOC-00366,SIN-0117,Copia Licencia,Sí,Sí,2023-12-30,No,
DOC-00367,SIN-0117,Denuncia Policial,Sí,Sí,2023-12-18,No,
DOC-00368,SIN-0117,Fotos Daño,Sí,Sí,2023-12-18,No,
DOC-00369,SIN-0117,Informe Perito,Sí,Sí,2023-12-22,No,
DOC-00370,SIN-0118,Copia Cédula Beneficiario,No,No,,No,Documento no entregado por el asegurado
DOC-00371,SIN-0118,Póliza Original,No,No,,No,Documento no entregado por el asegurado
DOC-00372,SIN-0118,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-00373,SIN-0118,Acta de Defunción,Sí,Sí,2023-06-20,No,
DOC-00374,SIN-0119,Denuncia Policial,Sí,Sí,2025-02-01,No,
DOC-00375,SIN-0119,Informe Perito,Sí,Sí,2025-02-04,No,
DOC-00376,SIN-0120,Denuncia Policial,Sí,Sí,2025-04-01,No,
DOC-00377,SIN-0120,Copia Matrícula,Sí,Sí,2025-04-09,No,
DOC-00378,SIN-0120,Factura Taller,Sí,Sí,2025-04-06,No,
DOC-00379,SIN-0121,Fotos Daño,Sí,Sí,2025-01-07,No,
DOC-00380,SIN-0121,Copia Matrícula,Sí,Sí,2025-01-08,No,
DOC-00381,SIN-0122,Recetas Médicas,Sí,Sí,2023-11-24,No,
DOC-00382,SIN-0122,Historia Clínica,Sí,Sí,2023-11-27,No,
DOC-00383,SIN-0123,Resultados Exámenes,No,No,,No,Documento no entregado por el asegurado
DOC-00384,SIN-0123,Factura Hospital,Sí,Sí,2024-11-28,No,
DOC-00385,SIN-0123,Recetas Médicas,Sí,Sí,2024-11-28,No,
DOC-00386,SIN-0124,Informe Bomberos,Sí,Sí,2023-02-13,No,
DOC-00387,SIN-0124,Factura Reparación,Sí,Sí,2023-02-18,No,
DOC-00388,SIN-0124,Fotos Daño,Sí,Sí,2023-02-13,No,
DOC-00389,SIN-0124,Acta Policial,Sí,Sí,2023-02-16,No,
DOC-00390,SIN-0125,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00391,SIN-0125,Factura Reparación,Sí,Sí,2025-04-09,No,
DOC-00392,SIN-0125,Informe Bomberos,Sí,Sí,2025-04-02,No,
DOC-00393,SIN-0126,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00394,SIN-0126,Factura Taller,Sí,Sí,2024-03-03,No,
DOC-00395,SIN-0127,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00396,SIN-0127,Factura Taller,Sí,Sí,2024-03-01,No,
DOC-00397,SIN-0127,Informe Perito,Sí,Sí,2024-03-03,No,
DOC-00398,SIN-0128,Fotos Daño,Sí,Sí,2020-12-28,No,
DOC-00399,SIN-0128,Factura Taller,Sí,Sí,2020-12-16,No,
DOC-00400,SIN-0128,Denuncia Policial,Sí,Sí,2020-12-27,No,
DOC-00401,SIN-0129,Historia Clínica,Sí,Sí,2024-10-08,No,
DOC-00402,SIN-0129,Resultados Exámenes,Sí,Sí,2024-10-14,No,
DOC-00403,SIN-0130,Acta de Defunción,Sí,Sí,2022-03-24,No,
DOC-00404,SIN-0130,Informe Médico,Sí,Sí,2022-03-16,No,
DOC-00405,SIN-0130,Copia Cédula Beneficiario,Sí,Sí,2022-03-27,No,
DOC-00406,SIN-0130,Póliza Original,Sí,Sí,2022-03-19,No,
DOC-00407,SIN-0131,Informe Perito,Sí,Sí,2025-02-26,No,
DOC-00408,SIN-0131,Denuncia Policial,Sí,Sí,2025-02-25,No,
DOC-00409,SIN-0132,Denuncia Policial,Sí,Sí,2024-06-16,No,
DOC-00410,SIN-0132,Fotos Daño,Sí,Sí,2024-06-11,No,
DOC-00411,SIN-0132,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00412,SIN-0133,Acta de Defunción,Sí,Sí,2024-09-16,No,
DOC-00413,SIN-0133,Informe Médico,Sí,Sí,2024-09-09,No,
DOC-00414,SIN-0134,Denuncia Policial,Sí,Sí,2023-06-13,No,
DOC-00415,SIN-0134,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00416,SIN-0135,Factura Reparación,Sí,Sí,2024-07-21,No,
DOC-00417,SIN-0135,Informe Bomberos,Sí,Sí,2024-07-16,No,
DOC-00418,SIN-0136,Póliza Original,Sí,Sí,2025-04-14,No,
DOC-00419,SIN-0136,Informe Médico,Sí,Sí,2025-04-13,No,
DOC-00420,SIN-0137,Fotos Daño,Sí,Sí,2023-12-27,No,
DOC-00421,SIN-0137,Factura Taller,Sí,Sí,2023-12-23,No,
DOC-00422,SIN-0137,Informe Perito,Sí,Sí,2023-12-21,No,
DOC-00423,SIN-0138,Informe Perito,Sí,Sí,2023-12-17,No,
DOC-00424,SIN-0138,Factura Taller,Sí,Sí,2023-12-12,No,
DOC-00425,SIN-0139,Fotos Daño,Sí,Sí,2024-11-28,No,
DOC-00426,SIN-0139,Copia Licencia,Sí,Sí,2024-11-27,No,
DOC-00427,SIN-0140,Fotos Daño,Sí,Sí,2024-09-08,No,
DOC-00428,SIN-0140,Factura Taller,Sí,Sí,2024-09-08,No,
DOC-00429,SIN-0140,Copia Matrícula,Sí,Sí,2024-09-10,No,
DOC-00430,SIN-0141,Informe Perito,Sí,Sí,2023-10-23,No,
DOC-00431,SIN-0141,Fotos Daño,Sí,Sí,2023-10-24,No,
DOC-00432,SIN-0141,Copia Licencia,Sí,Sí,2023-10-19,No,
DOC-00433,SIN-0141,Factura Taller,Sí,Sí,2023-10-27,No,
DOC-00434,SIN-0142,Copia Licencia,Sí,Sí,2022-04-26,No,
DOC-00435,SIN-0142,Copia Matrícula,Sí,Sí,2022-04-24,No,
DOC-00436,SIN-0143,Fotos Daño,Sí,Sí,2023-04-16,No,
DOC-00437,SIN-0143,Denuncia Policial,Sí,Sí,2023-04-09,No,
DOC-00438,SIN-0143,Copia Licencia,Sí,Sí,2023-04-07,No,
DOC-00439,SIN-0143,Copia Matrícula,Sí,Sí,2023-04-18,No,
DOC-00440,SIN-0144,Fotos Daño,No,No,2023-05-19,Sí,Documento ilegible en secciones clave
DOC-00441,SIN-0144,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00442,SIN-0144,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00443,SIN-0145,Copia Cédula Beneficiario,Sí,Sí,2024-04-21,No,
DOC-00444,SIN-0145,Informe Médico,Sí,Sí,2024-04-10,No,
DOC-00445,SIN-0146,Factura Taller,Sí,Sí,2025-03-05,No,
DOC-00446,SIN-0146,Fotos Daño,Sí,Sí,2025-03-06,No,
DOC-00447,SIN-0146,Informe Perito,Sí,Sí,2025-03-11,No,
DOC-00448,SIN-0147,Inventario Bienes,Sí,Sí,2023-12-27,No,
DOC-00449,SIN-0147,Factura Reparación,Sí,Sí,2023-12-25,No,
DOC-00450,SIN-0147,Fotos Daño,Sí,Sí,2023-12-20,No,
DOC-00451,SIN-0147,Acta Policial,Sí,Sí,2023-12-27,No,
DOC-00452,SIN-0148,Historia Clínica,Sí,Sí,2023-10-10,No,
DOC-00453,SIN-0148,Informe Médico,Sí,Sí,2023-10-13,No,
DOC-00454,SIN-0148,Resultados Exámenes,Sí,Sí,2023-10-09,No,
DOC-00455,SIN-0149,Factura Taller,Sí,Sí,2024-07-01,No,
DOC-00456,SIN-0149,Fotos Daño,Sí,Sí,2024-07-04,No,
DOC-00457,SIN-0150,Factura Taller,Sí,Sí,2024-02-07,No,
DOC-00458,SIN-0150,Denuncia Policial,Sí,Sí,2024-02-03,No,
DOC-00459,SIN-0150,Copia Licencia,Sí,Sí,2024-02-07,No,
DOC-00460,SIN-0151,Recetas Médicas,Sí,Sí,2024-08-11,No,
DOC-00461,SIN-0151,Factura Hospital,Sí,Sí,2024-08-08,No,
DOC-00462,SIN-0152,Copia Licencia,Sí,Sí,2024-08-20,No,
DOC-00463,SIN-0152,Factura Taller,Sí,Sí,2024-08-08,No,
DOC-00464,SIN-0152,Informe Perito,Sí,Sí,2024-08-19,No,
DOC-00465,SIN-0153,Acta Policial,Sí,Sí,2023-07-25,No,
DOC-00466,SIN-0153,Informe Bomberos,Sí,Sí,2023-07-20,No,
DOC-00467,SIN-0153,Fotos Daño,Sí,Sí,2023-07-17,No,
DOC-00468,SIN-0154,Copia Licencia,Sí,Sí,2023-05-10,No,
DOC-00469,SIN-0154,Denuncia Policial,Sí,Sí,2023-05-19,No,
DOC-00470,SIN-0154,Informe Perito,Sí,Sí,2023-05-18,No,
DOC-00471,SIN-0154,Factura Taller,Sí,Sí,2023-05-20,No,
DOC-00472,SIN-0155,Informe Médico,Sí,Sí,2022-02-16,No,
DOC-00473,SIN-0155,Factura Hospital,Sí,Sí,2022-02-06,No,
DOC-00474,SIN-0155,Recetas Médicas,Sí,Sí,2022-02-08,No,
DOC-00475,SIN-0156,Factura Hospital,Sí,Sí,2023-07-02,No,
DOC-00476,SIN-0156,Historia Clínica,Sí,Sí,2023-07-02,No,
DOC-00477,SIN-0156,Informe Médico,Sí,Sí,2023-07-02,No,
DOC-00478,SIN-0157,Denuncia Policial,Sí,Sí,2024-02-09,No,
DOC-00479,SIN-0157,Copia Matrícula,Sí,Sí,2024-02-20,No,
DOC-00480,SIN-0157,Factura Taller,Sí,Sí,2024-02-13,No,
DOC-00481,SIN-0158,Factura Hospital,Sí,Sí,2024-09-23,No,
DOC-00482,SIN-0158,Informe Médico,Sí,Sí,2024-10-05,No,
DOC-00483,SIN-0158,Recetas Médicas,Sí,Sí,2024-10-03,No,
DOC-00484,SIN-0158,Resultados Exámenes,Sí,Sí,2024-09-27,No,
DOC-00485,SIN-0159,Acta de Defunción,Sí,Sí,2023-09-21,No,
DOC-00486,SIN-0159,Póliza Original,Sí,Sí,2023-10-01,No,
DOC-00487,SIN-0159,Informe Médico,Sí,Sí,2023-09-19,No,
DOC-00488,SIN-0160,Informe Perito,Sí,Sí,2024-01-10,No,
DOC-00489,SIN-0160,Factura Taller,Sí,Sí,2024-01-15,No,
DOC-00490,SIN-0160,Fotos Daño,Sí,Sí,2024-01-16,No,
DOC-00491,SIN-0160,Copia Matrícula,Sí,Sí,2024-01-24,No,
DOC-00492,SIN-0161,Acta de Defunción,Sí,Sí,2024-09-17,No,
DOC-00493,SIN-0161,Copia Cédula Beneficiario,Sí,Sí,2024-09-06,No,
DOC-00494,SIN-0161,Informe Médico,Sí,Sí,2024-09-13,No,
DOC-00495,SIN-0161,Póliza Original,Sí,Sí,2024-09-08,No,
DOC-00496,SIN-0162,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-00497,SIN-0162,Factura Hospital,No,No,,No,Documento no entregado por el asegurado
DOC-00498,SIN-0162,Recetas Médicas,No,No,,No,Documento no entregado por el asegurado
DOC-00499,SIN-0163,Acta Policial,Sí,Sí,2023-03-16,No,
DOC-00500,SIN-0163,Factura Equipo,Sí,Sí,2023-03-17,No,
DOC-00501,SIN-0164,Factura Taller,Sí,Sí,2025-01-06,No,
DOC-00502,SIN-0164,Fotos Daño,Sí,Sí,2025-01-01,No,
DOC-00503,SIN-0165,Factura Taller,Sí,Sí,2024-01-01,No,
DOC-00504,SIN-0165,Copia Licencia,Sí,Sí,2023-12-24,No,
DOC-00505,SIN-0165,Copia Matrícula,Sí,Sí,2023-12-20,No,
DOC-00506,SIN-0166,Acta Policial,Sí,Sí,2023-08-10,No,
DOC-00507,SIN-0166,Cotización Reparación,Sí,Sí,2023-08-12,No,
DOC-00508,SIN-0166,Informe Técnico,Sí,Sí,2023-08-20,No,
DOC-00509,SIN-0167,Copia Cédula Beneficiario,Sí,Sí,2023-12-08,No,
DOC-00510,SIN-0167,Póliza Original,Sí,Sí,2023-12-02,No,
DOC-00511,SIN-0167,Acta de Defunción,Sí,Sí,2023-12-04,No,
DOC-00512,SIN-0167,Informe Médico,Sí,Sí,2023-12-03,No,
DOC-00513,SIN-0168,Copia Licencia,Sí,Sí,2024-08-11,No,
DOC-00514,SIN-0168,Fotos Daño,Sí,Sí,2024-08-03,No,
DOC-00515,SIN-0168,Informe Perito,Sí,Sí,2024-08-10,No,
DOC-00516,SIN-0168,Copia Matrícula,Sí,Sí,2024-08-05,No,
DOC-00517,SIN-0169,Resultados Exámenes,Sí,Sí,2024-01-27,No,
DOC-00518,SIN-0169,Factura Hospital,Sí,Sí,2024-01-30,No,
DOC-00519,SIN-0169,Informe Médico,Sí,Sí,2024-01-31,No,
DOC-00520,SIN-0170,Copia Licencia,Sí,Sí,2023-05-09,No,
DOC-00521,SIN-0170,Fotos Daño,Sí,Sí,2023-05-09,No,
DOC-00522,SIN-0170,Factura Taller,Sí,Sí,2023-05-07,No,
DOC-00523,SIN-0171,Fotos Daño,Sí,Sí,2024-10-03,No,
DOC-00524,SIN-0171,Copia Matrícula,Sí,Sí,2024-10-05,No,
DOC-00525,SIN-0171,Informe Perito,Sí,Sí,2024-10-01,No,
DOC-00526,SIN-0172,Historia Clínica,No,No,,No,Documento no entregado por el asegurado
DOC-00527,SIN-0172,Factura Hospital,Sí,Sí,2024-08-03,No,
DOC-00528,SIN-0173,Factura Reparación,Sí,Sí,2024-03-30,No,
DOC-00529,SIN-0173,Inventario Bienes,Sí,Sí,2024-04-04,No,
DOC-00530,SIN-0173,Informe Bomberos,Sí,Sí,2024-03-30,No,
DOC-00531,SIN-0173,Fotos Daño,Sí,Sí,2024-04-12,No,
DOC-00532,SIN-0174,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00533,SIN-0174,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00534,SIN-0174,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00535,SIN-0174,Copia Matrícula,Sí,Sí,2022-09-30,No,
DOC-00536,SIN-0175,Informe Médico,Sí,Sí,2025-02-08,No,
DOC-00537,SIN-0175,Acta de Defunción,Sí,Sí,2025-02-17,No,
DOC-00538,SIN-0176,Factura Equipo,Sí,Sí,2021-04-12,No,
DOC-00539,SIN-0176,Cotización Reparación,Sí,Sí,2021-04-12,No,
DOC-00540,SIN-0176,Acta Policial,Sí,Sí,2021-04-10,No,
DOC-00541,SIN-0177,Factura Equipo,Sí,Sí,2024-12-18,No,
DOC-00542,SIN-0177,Informe Técnico,Sí,Sí,2024-12-24,No,
DOC-00543,SIN-0177,Cotización Reparación,Sí,Sí,2024-12-16,No,
DOC-00544,SIN-0177,Acta Policial,Sí,Sí,2024-12-29,No,
DOC-00545,SIN-0178,Cotización Reparación,Sí,Sí,2024-02-20,No,
DOC-00546,SIN-0178,Informe Técnico,Sí,Sí,2024-02-21,No,
DOC-00547,SIN-0179,Copia Licencia,Sí,Sí,2024-05-10,No,
DOC-00548,SIN-0179,Informe Perito,Sí,Sí,2024-05-14,No,
DOC-00549,SIN-0179,Factura Taller,Sí,Sí,2024-05-13,No,
DOC-00550,SIN-0179,Denuncia Policial,Sí,Sí,2024-05-21,No,
DOC-00551,SIN-0180,Factura Taller,Sí,Sí,2020-10-27,No,
DOC-00552,SIN-0180,Copia Matrícula,Sí,Sí,2020-10-14,No,
DOC-00553,SIN-0180,Fotos Daño,Sí,Sí,2020-10-18,No,
DOC-00554,SIN-0180,Informe Perito,Sí,Sí,2020-10-20,No,
DOC-00555,SIN-0181,Fotos Daño,Sí,Sí,2023-09-19,No,
DOC-00556,SIN-0181,Informe Bomberos,Sí,Sí,2023-09-11,No,
DOC-00557,SIN-0182,Factura Equipo,Sí,Sí,2025-05-13,No,
DOC-00558,SIN-0182,Cotización Reparación,Sí,Sí,2025-05-07,No,
DOC-00559,SIN-0182,Fotos Daño,Sí,Sí,2025-05-01,No,
DOC-00560,SIN-0182,Informe Técnico,Sí,Sí,2025-05-09,No,
DOC-00561,SIN-0183,Informe Técnico,Sí,Sí,2024-09-09,No,
DOC-00562,SIN-0183,Cotización Reparación,Sí,Sí,2024-09-08,No,
DOC-00563,SIN-0183,Fotos Daño,Sí,Sí,2024-09-03,No,
DOC-00564,SIN-0184,Recetas Médicas,Sí,Sí,2023-05-20,No,
DOC-00565,SIN-0184,Informe Médico,Sí,Sí,2023-05-28,No,
DOC-00566,SIN-0184,Resultados Exámenes,Sí,Sí,2023-05-24,No,
DOC-00567,SIN-0185,Factura Taller,Sí,Sí,2025-03-07,No,
DOC-00568,SIN-0185,Informe Perito,Sí,Sí,2025-03-01,No,
DOC-00569,SIN-0186,Resultados Exámenes,Sí,Sí,2023-08-06,No,
DOC-00570,SIN-0186,Factura Hospital,Sí,Sí,2023-08-15,No,
DOC-00571,SIN-0186,Informe Médico,Sí,Sí,2023-08-17,No,
DOC-00572,SIN-0186,Recetas Médicas,Sí,Sí,2023-08-13,No,
DOC-00573,SIN-0187,Factura Hospital,Sí,Sí,2024-09-16,No,
DOC-00574,SIN-0187,Recetas Médicas,Sí,Sí,2024-09-16,No,
DOC-00575,SIN-0187,Historia Clínica,Sí,Sí,2024-09-07,No,
DOC-00576,SIN-0187,Informe Médico,Sí,Sí,2024-09-09,No,
DOC-00577,SIN-0188,Fotos Daño,Sí,Sí,2024-01-14,No,
DOC-00578,SIN-0188,Factura Taller,Sí,Sí,2024-01-13,No,
DOC-00579,SIN-0189,Fotos Daño,Sí,Sí,2024-06-14,No,
DOC-00580,SIN-0189,Informe Bomberos,Sí,Sí,2024-06-08,No,
DOC-00581,SIN-0189,Acta Policial,Sí,Sí,2024-06-14,No,
DOC-00582,SIN-0189,Factura Reparación,Sí,Sí,2024-06-10,No,
DOC-00583,SIN-0190,Acta Policial,Sí,Sí,2023-09-24,No,
DOC-00584,SIN-0190,Informe Bomberos,Sí,Sí,2023-09-22,No,
DOC-00585,SIN-0190,Factura Reparación,Sí,Sí,2023-09-27,No,
DOC-00586,SIN-0190,Inventario Bienes,Sí,Sí,2023-09-21,No,
DOC-00587,SIN-0191,Informe Bomberos,Sí,Sí,2023-01-26,No,
DOC-00588,SIN-0191,Acta Policial,Sí,Sí,2023-01-21,No,
DOC-00589,SIN-0192,Acta Policial,Sí,Sí,2022-05-24,No,
DOC-00590,SIN-0192,Inventario Bienes,Sí,Sí,2022-06-01,No,
DOC-00591,SIN-0193,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00592,SIN-0193,Copia Matrícula,Sí,Sí,2023-09-19,No,
DOC-00593,SIN-0193,Factura Taller,Sí,Sí,2023-09-21,No,
DOC-00594,SIN-0194,Informe Médico,Sí,Sí,2024-04-10,No,
DOC-00595,SIN-0194,Historia Clínica,Sí,Sí,2024-04-17,No,
DOC-00596,SIN-0195,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00597,SIN-0195,Factura Taller,No,No,2023-09-03,Sí,Valores en factura no coinciden con el informe del perito
DOC-00598,SIN-0196,Factura Reparación,Sí,Sí,2025-04-01,No,
DOC-00599,SIN-0196,Informe Bomberos,No,No,,No,Documento no entregado por el asegurado
DOC-00600,SIN-0197,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00601,SIN-0197,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00602,SIN-0197,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00603,SIN-0198,Fotos Daño,Sí,Sí,2025-02-19,No,
DOC-00604,SIN-0198,Informe Perito,Sí,Sí,2025-02-15,No,
DOC-00605,SIN-0198,Copia Matrícula,Sí,Sí,2025-02-12,No,
DOC-00606,SIN-0199,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00607,SIN-0199,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00608,SIN-0199,Factura Taller,Sí,Sí,2024-01-20,No,
DOC-00609,SIN-0199,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00610,SIN-0200,Factura Taller,Sí,Sí,2024-04-14,No,
DOC-00611,SIN-0200,Copia Licencia,Sí,Sí,2024-04-12,No,
DOC-00612,SIN-0201,Copia Licencia,Sí,Sí,2025-02-22,No,
DOC-00613,SIN-0201,Factura Taller,Sí,Sí,2025-02-23,No,
DOC-00614,SIN-0201,Informe Perito,Sí,Sí,2025-02-26,No,
DOC-00615,SIN-0201,Copia Matrícula,Sí,Sí,2025-03-03,No,
DOC-00616,SIN-0202,Copia Licencia,Sí,Sí,2024-10-07,No,
DOC-00617,SIN-0202,Factura Taller,Sí,Sí,2024-10-09,No,
DOC-00618,SIN-0202,Informe Perito,Sí,Sí,2024-09-30,No,
DOC-00619,SIN-0202,Copia Matrícula,Sí,Sí,2024-09-29,No,
DOC-00620,SIN-0203,Copia Licencia,Sí,Sí,2023-04-08,No,
DOC-00621,SIN-0203,Denuncia Policial,Sí,Sí,2023-04-07,No,
DOC-00622,SIN-0204,Historia Clínica,Sí,Sí,2023-05-26,No,
DOC-00623,SIN-0204,Recetas Médicas,Sí,Sí,2023-06-02,No,
DOC-00624,SIN-0204,Resultados Exámenes,Sí,Sí,2023-06-08,No,
DOC-00625,SIN-0204,Informe Médico,Sí,Sí,2023-06-05,No,
DOC-00626,SIN-0205,Informe Médico,No,No,2024-02-13,Sí,Número de placa diferente al registrado en la póliza
DOC-00627,SIN-0205,Copia Cédula Beneficiario,No,No,,No,Documento no entregado por el asegurado
DOC-00628,SIN-0205,Póliza Original,Sí,Sí,2024-01-28,Sí,Sello del proveedor no reconocido
DOC-00629,SIN-0205,Acta de Defunción,No,No,,No,Documento no entregado por el asegurado
DOC-00630,SIN-0206,Resultados Exámenes,No,No,,No,Documento no entregado por el asegurado
DOC-00631,SIN-0206,Recetas Médicas,Sí,Sí,2023-03-18,No,
DOC-00632,SIN-0207,Fotos Daño,Sí,Sí,2021-10-04,No,
DOC-00633,SIN-0207,Denuncia Policial,Sí,Sí,2021-10-02,No,
DOC-00634,SIN-0207,Copia Matrícula,Sí,Sí,2021-10-08,No,
DOC-00635,SIN-0207,Informe Perito,Sí,Sí,2021-10-13,No,
DOC-00636,SIN-0208,Informe Médico,Sí,Sí,2023-08-04,No,
DOC-00637,SIN-0208,Resultados Exámenes,Sí,Sí,2023-07-26,No,
DOC-00638,SIN-0209,Copia Matrícula,No,No,2022-12-07,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-00639,SIN-0209,Copia Licencia,Sí,Sí,2023-01-04,Sí,Firma del asegurado no coincide
DOC-00640,SIN-0209,Denuncia Policial,No,No,2023-01-04,Sí,Documento ilegible en secciones clave
DOC-00641,SIN-0210,Informe Médico,No,No,2023-07-29,Sí,Documento ilegible en secciones clave
DOC-00642,SIN-0210,Acta de Defunción,Sí,Sí,2023-07-31,No,
DOC-00643,SIN-0211,Resultados Exámenes,Sí,Sí,2023-07-27,No,
DOC-00644,SIN-0211,Factura Hospital,Sí,Sí,2023-08-01,No,
DOC-00645,SIN-0212,Informe Perito,Sí,Sí,2023-08-17,No,
DOC-00646,SIN-0212,Factura Taller,Sí,Sí,2023-08-18,No,
DOC-00647,SIN-0212,Fotos Daño,Sí,Sí,2023-08-07,No,
DOC-00648,SIN-0212,Copia Matrícula,Sí,Sí,2023-08-07,No,
DOC-00649,SIN-0213,Póliza Original,Sí,Sí,2023-07-29,No,
DOC-00650,SIN-0213,Acta de Defunción,Sí,Sí,2023-07-25,No,
DOC-00651,SIN-0214,Factura Reparación,Sí,Sí,2023-07-05,No,
DOC-00652,SIN-0214,Inventario Bienes,Sí,Sí,2023-07-11,No,
DOC-00653,SIN-0214,Informe Bomberos,Sí,Sí,2023-07-05,No,
DOC-00654,SIN-0214,Fotos Daño,Sí,Sí,2023-07-15,No,
DOC-00655,SIN-0215,Acta de Defunción,Sí,Sí,2023-07-25,No,
DOC-00656,SIN-0215,Copia Cédula Beneficiario,Sí,Sí,2023-07-27,No,
DOC-00657,SIN-0215,Informe Médico,Sí,Sí,2023-08-03,No,
DOC-00658,SIN-0216,Informe Perito,Sí,Sí,2023-08-16,No,
DOC-00659,SIN-0216,Denuncia Policial,Sí,Sí,2023-08-17,No,
DOC-00660,SIN-0216,Copia Licencia,Sí,Sí,2023-08-17,No,
DOC-00661,SIN-0216,Copia Matrícula,Sí,Sí,2023-08-16,No,
DOC-00662,SIN-0217,Denuncia Policial,Sí,Sí,2025-02-06,No,
DOC-00663,SIN-0217,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00664,SIN-0217,Copia Licencia,Sí,Sí,2025-02-08,No,
DOC-00665,SIN-0218,Fotos Daño,Sí,Sí,2024-02-17,No,
DOC-00666,SIN-0218,Copia Licencia,Sí,Sí,2024-02-12,No,
DOC-00667,SIN-0218,Factura Taller,Sí,Sí,2024-02-09,No,
DOC-00668,SIN-0219,Factura Taller,Sí,Sí,2024-12-13,No,
DOC-00669,SIN-0219,Informe Perito,Sí,Sí,2024-12-19,No,
DOC-00670,SIN-0219,Copia Matrícula,Sí,Sí,2024-12-24,No,
DOC-00671,SIN-0220,Informe Médico,Sí,Sí,2025-02-15,No,
DOC-00672,SIN-0220,Póliza Original,Sí,Sí,2025-02-12,No,
DOC-00673,SIN-0220,Acta de Defunción,Sí,Sí,2025-02-14,No,
DOC-00674,SIN-0221,Informe Bomberos,Sí,Sí,2022-05-31,No,
DOC-00675,SIN-0221,Factura Reparación,Sí,Sí,2022-06-02,No,
DOC-00676,SIN-0221,Fotos Daño,Sí,Sí,2022-05-27,No,
DOC-00677,SIN-0221,Inventario Bienes,Sí,Sí,2022-05-31,No,
